0		-2.8080987257349337		-0.014923421337964772
5		-3.133812599816261		0.0
10		-3.438005384310493		0.0
15		-3.6123247718834515		0.0
20		-4.002407446616426		0.0
25		-4.173920164457313		0.0
30		-4.23466410322767		0.0
35		-4.187477474026161		0.0
40		-4.274598415028305		0.0
45		-4.350404764645098		0.0
50		-4.398585607182402		0.0
55		-4.413232894495354		0.0
60		-4.352665026123645		0.0
65		-4.382738307360378		0.0
70		-4.365144648745478		0.0
75		-4.327074653422531		0.0
80		-4.267427767288234		-0.0018854849871052296
85		-4.30369884323127		0.0
90		-4.3227743493341375		0.0
95		-4.36309371039106		0.0
100		-4.331689332058458		-0.0013741145056432628
105		-4.318663924138638		0.0
110		-4.29041614665602		0.0
115		-4.265395901688829		0.00969274394744405
120		-4.321331864011998		-0.000735663286046389
125		-4.4162921193588565		0.0
130		-4.310751963313413		0.0
135		-4.3678884606353074		0.009309905825787083
140		-4.3573993164263145		0.0
145		-4.4323483729057935		0.0
150		-4.480642371554303		0.0
155		-4.429057569820101		0.0
160		-4.318466281419498		-0.0020956726753939706
165		-4.476220443803788		0.0
170		-4.503263785923981		-0.012540286290863754
175		-4.364349351640691		0.0
180		-4.321819746778723		0.0034154177437654455
185		-4.362663825780605		-0.0015053736358705122
190		-4.382064121326233		-0.0014907188830312705
195		-4.288238002089052		0.011223981347471025
200		-4.191771897403148		0.0
205		-4.457303251067958		-0.0022612930420550727
210		-4.419197266051681		-0.0023024923213416457
215		-4.341350616837427		-0.0013589868708871933
220		-4.31558973546706		0.006419089814870162
225		-4.36290892273434		-0.0006421607939808638
230		-4.4295419087289		-0.017492566598254485
235		-4.27124850307103		0.007609657772268406
240		-4.289524627000122		-0.0027178173489511436
245		-4.402409677223304		-0.000877255011173446
250		-4.3464207165940545		0.001488513856811217
255		-4.299346692547817		0.0
260		-4.488786126482061		0.0
265		-4.4174456101257435		0.007080350508592829
270		-4.561746528598573		0.011520648152465207
275		-4.451269583788308		0.009368832458247723
280		-4.469451276455054		0.006320591147174433
285		-4.4433917922964445		0.0
290		-4.593710578297199		0.0
295		-4.54058895813548		-0.0022504914998584128
300		-4.408386356107116		0.016734111751107995
305		-4.401097378882291		0.016066005962166577
310		-4.378717448262412		0.002850111073724868
315		-4.319835199671649		0.0
320		-4.392600938115467		-0.003024616528238809
325		-4.424646377183406		0.0
330		-4.374171262640146		0.0
335		-4.428698672374356		0.0
340		-4.348536429210728		0.0
345		-4.3486105111293325		0.0
350		-4.422262029620001		-0.008296766663924416
355		-4.450264576032989		-3.2231128179986966e-05
360		-4.283456016760179		0.005962338386479672
365		-4.3153402392937865		-0.002500818711631737
370		-4.378344283280909		0.0
375		-4.239113279951055		-0.005856013032013906
380		-4.486671196738257		-0.00523494243380695
385		-4.2462772891803455		0.0013139552273242288
390		-4.273283365737187		0.0021810203356862202
395		-4.272289895106498		0.0
400		-4.31631507310576		-0.006094072902236278
405		-4.203402423627041		0.014437528953337107
410		-4.367506656898253		0.0
415		-4.462335411071431		-0.008426143371915317
420		-4.181931385789349		0.0
425		-4.4370597448492495		0.0
430		-4.460181663358406		0.006910281042410503
435		-4.443458489970233		-0.013271637876817842
440		-4.493190008629432		-0.010134489039680433
445		-4.4821529290731075		0.0
450		-4.4446301452541865		0.0
455		-4.411139637838553		0.0
460		-4.311673918450161		0.0
465		-4.60988676311585		-1.4361626274805417e-05
470		-4.565409264864576		0.00743246955177058
475		-4.601867254994271		0.002262904923953201
480		-4.614241707384545		0.0
485		-4.592006810357323		0.0
490		-4.281848870027532		0.0
495		-4.437927460590026		0.0
500		-4.337735984498119		0.0
505		-4.306304010237735		-0.008607603300491483
510		-4.431572810665664		0.0
515		-4.498722667237749		0.0
520		-4.529827962398452		0.0
525		-4.583558127519345		0.002201194544940833
530		-4.5908851456128295		-0.0048647597957399
535		-4.546771471546996		-0.0012145990025053948
540		-4.526613729492284		0.0021523296685663526
545		-4.340143379602617		0.0014830992936679622
550		-4.45019862279315		-0.0014722854359565077
555		-4.468284534194981		0.01325748373749353
560		-4.64855527747658		0.009972897916323404
565		-4.4575654825330355		0.02542010713720385
570		-4.463920504278002		0.0
575		-4.373270681884842		0.0
580		-4.359663064518537		0.0
585		-4.191637533907918		0.0
590		-4.34283837535499		0.0
595		-4.4203029107094585		0.003284813326467983
600		-4.482956303923167		-0.0008402517396377078
605		-4.410574505390691		-0.006480655035049822
610		-4.278633629454542		0.0009208233726911743
615		-4.3971004252642265		0.0031488706919004412
620		-4.61548969866347		-0.004190740228827622
625		-4.483230330562909		0.0
630		-4.464619528560081		-0.008087598719694604
635		-4.468775879714246		0.0
640		-4.393334176986372		-0.004330737795838218
645		-4.383739277488679		0.0
650		-4.309065123431175		-4.086217943911663e-05
655		-4.336815361201666		0.0014314164641711215
660		-4.327372174353168		-0.004532419258367327
665		-4.250790362585322		0.003759634295569967
670		-4.366514561765742		0.0
675		-4.448156723641458		0.0
680		-4.273703424499185		0.0
685		-4.331068811212482		0.0
690		-4.36694640591103		-0.007189146875163672
695		-4.355417559191416		-0.003501313695892591
700		-4.45665619895822		1.5599816289167734e-05
705		-4.414783277215791		-0.0030631440560157726
710		-4.419447207243819		0.0
715		-4.437847563670461		-0.0013443896761624358
720		-4.359028527251361		0.006538252025532131
725		-4.304694059296562		0.0
730		-4.298976060609643		0.0
735		-4.208540393130047		0.0038776026770869264
740		-4.34597286299139		-0.0018440627296762101
745		-4.451743344025848		0.0008188668357241368
750		-4.252325317605534		0.0
755		-4.218920063358074		0.00939679881997877
760		-4.415781984951913		0.003005914616123917
765		-4.306745942923638		-0.0014680713828063147
770		-4.337627748990728		0.0
775		-4.426382064490598		0.0
780		-4.36745846409796		0.0
785		-4.424104156409258		0.0
790		-4.332708111404498		0.0
795		-4.287081056147932		0.0
800		-4.419747314795916		0.005876599799456045
805		-4.304703596685519		-0.024031676377867732
810		-4.32859490652394		-0.0009451080395722897
