   0.00000000       0.00000000    
  0.112599999       0.00000000    
  0.225199997       0.00000000    
  0.337799996       0.00000000    
  0.450399995       0.00000000    
  0.562999964       0.00000000    
  0.675599992       0.00000000    
  0.788200021       5.43667120E-04
  0.900799990      0.605793595    
   1.01339996       2.15873075    
   1.12599993       1.80599403    
   1.23860002       1.21752787    
   1.35119998      0.906680167    
   1.46379995      0.774862170    
   1.57640004      0.752777696    
   1.68900001      0.811834693    
   1.80159998      0.930521250    
   1.91419995       1.06486285    
   2.02679992       1.14373803    
   2.13940001       1.12219298    
   2.25199986       1.04566205    
   2.36459994      0.979184687    
   2.47720003      0.938089669    
   2.58979988      0.934264481    
   2.70239997      0.960718989    
   2.81500006      0.940728784    
   2.92759991      0.855419159    
   3.04020000      0.754857421    
   3.15280008      0.648219645    
   3.26539993      0.544188797    
   3.37800002      0.450583637    
   3.49059987      0.371707261    
   3.60319996      0.302184016    
   3.71580005      0.237522468    
   3.82839990      0.175285399    
   3.94099998      0.116236188    
   4.05359983       7.54398704E-02
   4.16620016       4.87138219E-02
   4.27880001       2.98740659E-02
   4.39139986       1.71690136E-02
   4.50399971       8.56871344E-03
   4.61660004       3.38078570E-03
   4.72919989       7.01256795E-04
   4.84179974       8.91060790E-06
   4.95440006       0.00000000    
   5.06699991       0.00000000    
   5.17959976       0.00000000    
   5.29220009       0.00000000    
   5.40479994       0.00000000    
   5.51739979       0.00000000    
